"","UniProt_ID","Function"
"1641","Q99748","May regulate the development and maintenance of the CNS"
"1642","Q99748","Might control the size of non-neuronal cell population such as haemopoietic cells."
"1643","Q99969","Adipocyte-secreted protein (adipokine) that regulates adipogenesis, metabolism and inflammation through activation of the chemokine-like receptor 1 (CMKLR1)"
"1644","Q99969","Its other ligands include G protein-coupled receptor 1 (GPR1) and chemokine receptor-like 2 (CCRL2)"
"1645","Q99969","Positively regulates adipocyte differentiation, modulates the expression of adipocyte genes involved in lipid and glucose metabolism and might play a role in angiogenesis, a process essential for the expansion of white adipose tissue"
"1646","Q99969","Also acts as a proinflammatory adipokine, causing an increase in secretion of proinflammatory and prodiabetic adipokines, which further impair adipose tissue metabolic function and have negative systemic effects including impaired insulin sensitivity, altered glucose and lipid metabolism, and a decrease in vascular function in other tissues"
"1647","Q99969","Can have both pro- and anti-inflammatory properties depending on the modality of enzymatic cleavage by different classes of proteases"
"1648","Q99969","Acts as a chemotactic factor for leukocyte populations expressing CMKLR1, particularly immature plasmacytoid dendritic cells, but also immature myeloid DCs, macrophages and natural killer cells"
"1649","Q99969","Exerts an anti-inflammatory role by preventing TNF/TNFA-induced VCAM1 expression and monocytes adhesion in vascular endothelial cells"
"1650","Q99969","The effect is mediated via inhibiting activation of NF-kappa-B and CRK/p38 through stimulation of AKT1/NOS3 signaling and nitric oxide production"
"1651","Q99969","Its dual role in inflammation and metabolism might provide a link between chronic inflammation and obesity, as well as obesity-related disorders such as type 2 diabetes and cardiovascular disease"
"1652","Q99969","Exhibits an antimicrobial function in the skin"
"1653","Q99988","Regulates food intake, energy expenditure and body weight in response to metabolic and toxin-induced stresses "
"1654","Q99988","Binds to its receptor, GFRAL, and activates GFRAL-expressing neurons localized in the area postrema and nucleus tractus solitarius of the brainstem "
"1655","Q99988","It then triggers the activation of neurons localized within the parabrachial nucleus and central amygdala, which contitutes part of the 'emergency circuit' that shapes feeding responses to stressful conditions "
"1656","Q99988","On hepatocytes, inhibits growth hormone signaling (By similarity)"
"1657","Q9BQ51","Involved in the costimulatory signal, essential for T-cell proliferation and IFNG production in a PDCD1-independent manner"
"1658","Q9BQ51","Interaction with PDCD1 inhibits T-cell proliferation by blocking cell cycle progression and cytokine production (By similarity)"
"1659","Q9BTE6","Functions in trans to edit the amino acid moiety from incorrectly charged tRNA(Ala)"
"1660","Q9BW30","Regulator of microtubule dynamic that has microtubule bundling activity "
"1661","Q9BW30","Required for embryo implantation; possibly by regulating beta-catenin (By similarity)"
"1662","Q9BW30","Also required for decidualization via regulation of beta-catenin "
"1663","Q9BXR6","Involved in complement regulation"
"1664","Q9BXR6","The dimerized forms have avidity for tissue-bound complement fragments and efficiently compete with the physiological complement inhibitor CFH"
"1665","Q9BYC5","Catalyzes the addition of fucose in alpha 1-6 linkage to the first GlcNAc residue, next to the peptide chains in N-glycans"
"1666","Q9BZW8","Heterophilic receptor of the signaling lymphocytic activation molecule (SLAM) family; its ligand is CD48"
"1667","Q9BZW8","SLAM receptors triggered by homo- or heterotypic cell-cell interactions are modulating the activation and differentiation of a wide variety of immune cells and thus are involved in the regulation and interconnection of both innate and adaptive immune response"
"1668","Q9BZW8","Activities are controlled by presence or absence of small cytoplasmic adapter proteins, SH2D1A/SAP and/or SH2D1B/EAT-2"
"1669","Q9BZW8","Acts as activating natural killer (NK) cell receptor "
"1670","Q9BZW8","Activating function implicates association with SH2D1A and FYN "
"1671","Q9BZW8","Downstreaming signaling involves predominantly VAV1, and, to a lesser degree, INPP5D/SHIP1 and CBL"
"1672","Q9BZW8","Signal attenuation in the absence of SH2D1A is proposed to be dependent on INPP5D and to a lesser extent PTPN6/SHP-1 and PTPN11/SHP-2 "
"1673","Q9BZW8","Stimulates NK cell cytotoxicity, production of IFN-gamma and granule exocytosis "
"1674","Q9BZW8","Optimal expansion and activation of NK cells seems to be dependent on the engagement of CD244 with CD48 expressed on neighboring NK cells (By similarity)"
"1675","Q9BZW8","Acts as costimulator in NK activation by enhancing signals by other NK receptors such as NCR3 and NCR1 "
"1676","Q9BZW8","At early stages of NK cell differentiation may function as an inhibitory receptor possibly ensuring the self-tolerance of developing NK cells "
"1677","Q9BZW8","Involved in the regulation of CD8(+) T-cell proliferation; expression on activated T-cells and binding to CD488 provides costimulatory-like function for neighboring T-cells (By similarity)"
"1678","Q9BZW8","Inhibits inflammatory responses in dendritic cells (DCs) (By similarity)"
"1679","Q9GZV9","Regulator of phosphate homeostasis"
"1680","Q9GZV9","Inhibits renal tubular phosphate transport by reducing SLC34A1 levels"
"1681","Q9GZV9","Upregulates EGR1 expression in the presence of KL (By similarity)"
"1682","Q9GZV9","Acts directly on the parathyroid to decrease PTH secretion (By similarity)"
"1683","Q9GZV9","Regulator of vitamin-D metabolism"
"1684","Q9GZV9","Negatively regulates osteoblast differentiation and matrix mineralization"
"1685","Q9H0C8","Protein phosphatase that may play a role in regulation of cell cycle progression via dephosphorylation of its substrates whose appropriate phosphorylation states might be crucial for cell proliferation"
"1686","Q9H0C8","Selectively associates with integrin linked kinase (ILK), to modulate cell adhesion and growth factor signaling"
"1687","Q9H0C8","Inhibits the ILK-GSK3B signaling axis and may play an important role in inhibiting oncogenic transformation"
"1688","Q9H2A7","Acts as a scavenger receptor on macrophages, which specifically binds to OxLDL (oxidized low density lipoprotein), suggesting that it may be involved in pathophysiology such as atherogenesis (By similarity)"
"1689","Q9H2A7","Induces a strong chemotactic response"
"1690","Q9H2A7","Induces calcium mobilization"
"1691","Q9H2A7","Binds to CXCR6/Bonzo"
"1692","Q9H477","Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium"
"1693","Q9H477","The resulting D-ribose-5-phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway"
"1694","Q9H4A9","Probable metalloprotease which hydrolyzes leukotriene D4 (LTD4) into leukotriene E4 (LTE4)"
"1695","Q9H4F8","Plays essential roles in both eye and limb development"
"1696","Q9H4F8","Probable regulator of osteoblast differentiation"
"1697","Q9H5V8","May be involved in cell adhesion and cell matrix association"
"1698","Q9H5V8","May play a role in the regulation of anchorage versus migration or proliferation versus differentiation via its phosphorylation"
"1699","Q9H5V8","May be a novel marker for leukemia diagnosis and for immature hematopoietic stem cell subsets"
"1700","Q9H5V8","Belongs to the tetraspanin web involved in tumor progression and metastasis"
"1701","Q9HBE4","Cytokine with immunoregulatory activity"
"1702","Q9HBE4","May promote the transition between innate and adaptive immunity"
"1703","Q9HBE4","Induces the production of IgG(1) and IgG(3) in B-cells (By similarity)"
"1704","Q9HBE4","May play a role in proliferation and maturation of natural killer (NK) cells in synergy with IL15"
"1705","Q9HBE4","May regulate proliferation of mature B- and T-cells in response to activating stimuli"
"1706","Q9HBE4","In synergy with IL15 and IL18 stimulates interferon gamma production in T-cells and NK cells"
"1707","Q9HBE4","During T-cell mediated immune response may inhibit dendritic cells (DC) activation and maturation"
"1708","Q9HCB6","Cell adhesion protein that promotes the attachment of spinal cord and sensory neuron cells and the outgrowth of neurites in vitro"
"1709","Q9HCB6","May contribute to the growth and guidance of axons in both the spinal cord and the PNS (By similarity)"
"1710","Q9HCB6","Major factor for vascular smooth muscle cell"
"1711","Q9HCN6","Collagen receptor involved in collagen-induced platelet adhesion and activation"
"1712","Q9HCN6","Plays a key role in platelet procoagulant activity and subsequent thrombin and fibrin formation"
"1713","Q9HCN6","This procoagulant function may contribute to arterial and venous thrombus formation"
"1714","Q9HCN6","The signaling pathway involves the FcR gamma-chain, the Src kinases (likely FYN or LYN) and SYK, the adapter protein LAT and leads to the activation of PLCG2"
"1715","Q9HD89","Hormone that seems to suppress insulin ability to stimulate glucose uptake into adipose cells (By similarity)"
"1716","Q9HD89","Potentially links obesity to diabetes (By similarity)"
"1717","Q9HD89","Promotes chemotaxis in myeloid cells "
"1718","Q9NP84","Receptor for TNFSF12/TWEAK"
"1719","Q9NP84","Weak inducer of apoptosis in some cell types"
"1720","Q9NP84","Promotes angiogenesis and the proliferation of endothelial cells"
"1721","Q9NP84","May modulate cellular adhesion to matrix proteins"
"1722","Q9NPY3","Receptor (or element of a larger receptor complex) for C1q, mannose-binding lectin (MBL2) and pulmonary surfactant protein A (SPA)"
"1723","Q9NPY3","May mediate the enhancement of phagocytosis in monocytes and macrophages upon interaction with soluble defense collagens"
"1724","Q9NPY3","May play a role in intercellular adhesion."
"1725","Q9NQ76","Promotes renal phosphate excretion and inhibits intestinal phosphate absorption "
"1726","Q9NQ76","Promotes bone mineralization by osteoblasts and cartilage mineralization by chondrocytes "
"1727","Q9NQ76","Regulates the mineralization of the extracellular matrix of the craniofacial complex, such as teeth, bone and cartilage (By similarity)"
"1728","Q9NQ76","Promotes dental pulp stem cell proliferation and differentiation "
"1729","Q9NRG1","Has low, barely detectable phosphoribosyltransferase activity (in vitro)"
"1730","Q9NRG1","Binds GMP, IMP and alpha-D-5-phosphoribosyl 1-pyrophosphate (PRPP)"
"1731","Q9NRG1","Is not expected to contribute to purine metabolism or GMP salvage."
"1732","Q9NRJ3","Chemotactic activity for resting CD4, CD8 T-cells and eosinophils"
"1733","Q9NRJ3","Binds to CCR3 and CCR10 and induces calcium mobilization in a dose-dependent manner."
"1734","Q9NSA1","Stimulates glucose uptake in differentiated adipocytes via the induction of glucose transporter SLC2A1/GLUT1 expression (but not SLC2A4/GLUT4 expression)"
"1735","Q9NSA1","Activity requires the presence of KLB"
"1736","Q9NYY1","Proinflammatory and angiogenic cytokine that may be involved in epidermal function and psoriasis"
"1737","Q9NYY1","Angiogenic and proliferative activities are antagonized by IL10"
"1738","Q9NYY1","May act through STAT3"
"1739","Q9NZQ7","Plays a critical role in induction and maintenance of immune tolerance to self "
"1740","Q9NZQ7","As a ligand for the inhibitory receptor PDCD1/PD-1, modulates the activation threshold of T-cells and limits T-cell effector response "
"1741","Q9NZQ7","Through a yet unknown activating receptor, may costimulate T-cell subsets that predominantly produce interleukin-10 (IL10) "
"1742","Q9NZQ7","The interaction with PDCD1/PD-1 inhibits cytotoxic T lymphocytes (CTLs) effector function (By similarity)"
"1743","Q9NZQ7","The blockage of the PDCD1-mediated pathway results in the reversal of the exhausted T-cell phenotype and the normalization of the anti-tumor response, providing a rationale for cancer immunotherapy (By similarity)"
