"","UniProt_ID","Biological_process","GO_ID"
"6783","Q8N474","osteoblast differentiation","GO:0001649"
"6784","Q8N474","planar cell polarity pathway involved in neural tube closure","GO:0090179"
"6785","Q8N474","positive regulation of apoptotic process","GO:0043065"
"6786","Q8N474","positive regulation of canonical Wnt signaling pathway","GO:0090263"
"6787","Q8N474","positive regulation of cell growth","GO:0030307"
"6788","Q8N474","positive regulation of cell-matrix adhesion","GO:0001954"
"6789","Q8N474","positive regulation of cell population proliferation","GO:0008284"
"6790","Q8N474","positive regulation of epithelial cell proliferation","GO:0050679"
"6791","Q8N474","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","GO:1902043"
"6792","Q8N474","positive regulation of fat cell differentiation","GO:0045600"
"6793","Q8N474","positive regulation of fibroblast apoptotic process","GO:2000271"
"6794","Q8N474","positive regulation of focal adhesion assembly","GO:0051894"
"6795","Q8N474","positive regulation of GTPase activity","GO:0043547"
"6796","Q8N474","positive regulation of non-canonical Wnt signaling pathway","GO:2000052"
"6797","Q8N474","positive regulation of smoothened signaling pathway","GO:0045880"
"6798","Q8N474","positive regulation of stress fiber assembly","GO:0051496"
"6799","Q8N474","positive regulation of transcription, DNA-templated","GO:0045893"
"6800","Q8N474","positive regulation of Wnt signaling pathway","GO:0030177"
"6801","Q8N474","prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis","GO:0060527"
"6802","Q8N474","regulation of angiogenesis","GO:0045765"
"6803","Q8N474","regulation of branching involved in prostate gland morphogenesis","GO:0060687"
"6804","Q8N474","regulation of cell cycle process","GO:0010564"
"6805","Q8N474","regulation of midbrain dopaminergic neuron differentiation","GO:1904956"
"6806","Q8N474","regulation of neuron projection development","GO:0010975"
"6807","Q8N474","response to drug","GO:0042493"
"6808","Q8N474","response to organic cyclic compound","GO:0014070"
"6809","Q8N474","somatic stem cell population maintenance","GO:0035019"
"6810","Q8N474","stromal-epithelial cell signaling involved in prostate gland development","GO:0044345"
"6811","Q8N474","ureteric bud development","GO:0001657"
"6812","Q8N474","Wnt signaling pathway involved in somitogenesis","GO:0090244"
"6813","Q8N6P7","cytokine-mediated signaling pathway","GO:0019221"
"6814","Q8N6P7","defense response to Gram-negative bacterium","GO:0050829"
"6815","Q8NBP7","apoptotic process","GO:0006915"
"6816","Q8NBP7","cellular protein metabolic process","GO:0044267"
"6817","Q8NBP7","cellular response to insulin stimulus","GO:0032869"
"6818","Q8NBP7","cellular response to starvation","GO:0009267"
"6819","Q8NBP7","cholesterol homeostasis","GO:0042632"
"6820","Q8NBP7","cholesterol metabolic process","GO:0008203"
"6821","Q8NBP7","kidney development","GO:0001822"
"6822","Q8NBP7","lipoprotein metabolic process","GO:0042157"
"6823","Q8NBP7","liver development","GO:0001889"
"6824","Q8NBP7","low-density lipoprotein particle clearance","GO:0034383"
"6825","Q8NBP7","low-density lipoprotein particle receptor catabolic process","GO:0032802"
"6826","Q8NBP7","lysosomal transport","GO:0007041"
"6827","Q8NBP7","negative regulation of low-density lipoprotein particle clearance","GO:0010989"
"6828","Q8NBP7","negative regulation of low-density lipoprotein particle receptor binding","GO:1905596"
"6829","Q8NBP7","negative regulation of low-density lipoprotein receptor activity","GO:1905598"
"6830","Q8NBP7","negative regulation of receptor-mediated endocytosis involved in cholesterol transport","GO:1905601"
"6831","Q8NBP7","negative regulation of receptor recycling","GO:0001920"
"6832","Q8NBP7","negative regulation of sodium ion transmembrane transporter activity","GO:2000650"
"6833","Q8NBP7","neurogenesis","GO:0022008"
"6834","Q8NBP7","neuron differentiation","GO:0030182"
"6835","Q8NBP7","phospholipid metabolic process","GO:0006644"
"6836","Q8NBP7","positive regulation of low-density lipoprotein particle receptor catabolic process","GO:0032805"
"6837","Q8NBP7","positive regulation of neuron apoptotic process","GO:0043525"
"6838","Q8NBP7","positive regulation of receptor internalization","GO:0002092"
"6839","Q8NBP7","post-translational protein modification","GO:0043687"
"6840","Q8NBP7","protein autoprocessing","GO:0016540"
"6841","Q8NBP7","regulation of neuron apoptotic process","GO:0043523"
"6842","Q8NBP7","regulation of signaling receptor activity","GO:0010469"
"6843","Q8NBP7","triglyceride metabolic process","GO:0006641"
"6844","Q8NFT8","central nervous system development","GO:0007417"
"6845","Q8NFT8","endocytosis","GO:0006897"
"6846","Q8NFT8","glial cell differentiation","GO:0010001"
"6847","Q8NFT8","neuron migration","GO:0001764"
"6848","Q8NFT8","Notch receptor processing","GO:0007220"
"6849","Q8NFT8","Notch signaling pathway","GO:0007219"
"6850","Q8NFT8","skeletal muscle fiber development","GO:0048741"
"6851","Q8NFT8","synapse assembly","GO:0007416"
"6852","Q8NHL6","adaptive immune response","GO:0002250"
"6853","Q8NHL6","cellular response to lipopolysaccharide","GO:0071222"
"6854","Q8NHL6","defense response to virus","GO:0051607"
"6855","Q8NHL6","dendritic cell differentiation","GO:0097028"
"6856","Q8NHL6","Fc receptor mediated inhibitory signaling pathway","GO:0002774"
"6857","Q8NHL6","immune response-inhibiting cell surface receptor signaling pathway","GO:0002767"
"6858","Q8NHL6","interferon-gamma production","GO:0032609"
"6859","Q8NHL6","interferon-gamma secretion","GO:0072643"
"6860","Q8NHL6","negative regulation of alpha-beta T cell activation","GO:0046636"
"6861","Q8NHL6","negative regulation of calcium ion transport","GO:0051926"
"6862","Q8NHL6","negative regulation of CD8-positive, alpha-beta T cell activation","GO:2001186"
"6863","Q8NHL6","negative regulation of cell cycle","GO:0045786"
"6864","Q8NHL6","negative regulation of cytokine secretion involved in immune response","GO:0002740"
"6865","Q8NHL6","negative regulation of dendritic cell apoptotic process","GO:2000669"
"6866","Q8NHL6","negative regulation of dendritic cell differentiation","GO:2001199"
"6867","Q8NHL6","negative regulation of endocytosis","GO:0045806"
"6868","Q8NHL6","negative regulation of interferon-beta secretion","GO:0035548"
"6869","Q8NHL6","negative regulation of interferon-gamma biosynthetic process","GO:0045077"
"6870","Q8NHL6","negative regulation of interferon-gamma production","GO:0032689"
"6871","Q8NHL6","negative regulation of interleukin-10 secretion","GO:2001180"
"6872","Q8NHL6","negative regulation of interleukin-12 secretion","GO:2001183"
"6873","Q8NHL6","negative regulation of mononuclear cell proliferation","GO:0032945"
"6874","Q8NHL6","negative regulation of natural killer cell mediated cytotoxicity","GO:0045953"
"6875","Q8NHL6","negative regulation of osteoclast development","GO:2001205"
"6876","Q8NHL6","negative regulation of serotonin secretion","GO:0014063"
"6877","Q8NHL6","negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","GO:2001189"
"6878","Q8NHL6","negative regulation of T cell mediated cytotoxicity","GO:0001915"
"6879","Q8NHL6","negative regulation of T cell proliferation","GO:0042130"
"6880","Q8NHL6","negative regulation of transforming growth factor-beta secretion","GO:2001202"
"6881","Q8NHL6","negative regulation of tumor necrosis factor biosynthetic process","GO:0042536"
"6882","Q8NHL6","positive regulation of apoptotic process","GO:0043065"
"6883","Q8NHL6","positive regulation of cytolysis","GO:0045919"
"6884","Q8NHL6","positive regulation of defense response to virus by host","GO:0002230"
"6885","Q8NHL6","positive regulation of gamma-delta T cell activation involved in immune response","GO:2001193"
"6886","Q8NHL6","positive regulation of gene expression","GO:0010628"
"6887","Q8NHL6","positive regulation of macrophage cytokine production","GO:0060907"
"6888","Q8NHL6","positive regulation of transcription by RNA polymerase II","GO:0045944"
"6889","Q8NHL6","receptor internalization","GO:0031623"
"6890","Q8NHL6","regulation of immune response","GO:0050776"
"6891","Q8NHL6","response to virus","GO:0009615"
"6892","Q8NHL6","signal transduction","GO:0007165"
"6893","Q8NHL6","T cell proliferation involved in immune response","GO:0002309"
"6894","Q8TCT1","bone mineralization involved in bone maturation","GO:0035630"
"6895","Q8TCT1","endochondral ossification","GO:0001958"
"6896","Q8TCT1","phosphatidylcholine biosynthetic process","GO:0006656"
"6897","Q8TCT1","phosphatidylethanolamine biosynthetic process","GO:0006646"
"6898","Q8TCT1","regulation of bone mineralization","GO:0030500"
"6899","Q92583","antimicrobial humoral immune response mediated by antimicrobial peptide","GO:0061844"
"6900","Q92583","cell-cell signaling","GO:0007267"
"6901","Q92583","cellular response to interferon-gamma","GO:0071346"
"6902","Q92583","cellular response to interleukin-1","GO:0071347"
"6903","Q92583","cellular response to tumor necrosis factor","GO:0071356"
"6904","Q92583","chemokine-mediated signaling pathway","GO:0070098"
"6905","Q92583","chemotaxis","GO:0006935"
"6906","Q92583","G protein-coupled receptor signaling pathway","GO:0007186"
"6907","Q92583","inflammatory response","GO:0006954"
"6908","Q92583","killing of cells of other organism","GO:0031640"
"6909","Q92583","lymphocyte chemotaxis","GO:0048247"
"6910","Q92583","monocyte chemotaxis","GO:0002548"
"6911","Q92583","multicellular organism development","GO:0007275"
"6912","Q92583","negative regulation of myoblast differentiation","GO:0045662"
"6913","Q92583","neutrophil chemotaxis","GO:0030593"
"6914","Q92583","positive regulation of ERK1 and ERK2 cascade","GO:0070374"
"6915","Q92583","positive regulation of GTPase activity","GO:0043547"
"6916","Q92597","cellular response to hypoxia","GO:0071456"
"6917","Q92597","DNA damage response, signal transduction by p53 class mediator","GO:0030330"
"6918","Q92597","mast cell activation","GO:0045576"
"6919","Q92597","negative regulation of cell population proliferation","GO:0008285"
"6920","Q92597","peripheral nervous system myelin maintenance","GO:0032287"
"6921","Q92597","postsynapse organization","GO:0099173"
"6922","Q92597","regulation of apoptotic process","GO:0042981"
"6923","Q92597","response to metal ion","GO:0010038"
"6924","Q92597","signal transduction","GO:0007165"
"6925","Q92876","amyloid precursor protein metabolic process","GO:0042982"
"6926","Q92876","central nervous system development","GO:0007417"
"6927","Q92876","collagen catabolic process","GO:0030574"
"6928","Q92876","hormone metabolic process","GO:0042445"
"6929","Q92876","myelination","GO:0042552"
"6930","Q92876","positive regulation of G protein-coupled receptor signaling pathway","GO:0045745"
"6931","Q92876","protein autoprocessing","GO:0016540"
"6932","Q92876","regulation of cell differentiation","GO:0045595"
"6933","Q92876","regulation of neuron projection development","GO:0010975"
"6934","Q92876","response to wounding","GO:0009611"
"6935","Q92876","tissue regeneration","GO:0042246"
"6936","Q92956","adaptive immune response","GO:0002250"
"6937","Q92956","cell surface receptor signaling pathway","GO:0007166"
"6938","Q92956","defense response to Gram-negative bacterium","GO:0050829"
"6939","Q92956","defense response to Gram-positive bacterium","GO:0050830"
"6940","Q92956","immune response","GO:0006955"
"6941","Q92956","innate immune response","GO:0045087"
"6942","Q92956","negative regulation of adaptive immune memory response","GO:1905675"
"6943","Q92956","negative regulation of alpha-beta T cell proliferation","GO:0046642"
"6944","Q92956","positive regulation of cytokine secretion involved in immune response","GO:0002741"
"6945","Q92956","positive regulation of peptidyl-tyrosine phosphorylation","GO:0050731"
"6946","Q92956","positive regulation of T cell migration","GO:2000406"
"6947","Q92956","T cell costimulation","GO:0031295"
"6948","Q92956","tumor necrosis factor-mediated signaling pathway","GO:0033209"
"6949","Q969D9","antimicrobial humoral immune response mediated by antimicrobial peptide","GO:0061844"
"6950","Q969D9","defense response to fungus","GO:0050832"
"6951","Q969D9","defense response to Gram-negative bacterium","GO:0050829"
"6952","Q969D9","interleukin-7-mediated signaling pathway","GO:0038111"
"6953","Q969D9","negative regulation of apoptotic process","GO:0043066"
"6954","Q969D9","positive regulation of cell population proliferation","GO:0008284"
"6955","Q969D9","positive regulation of chemokine (C-C motif) ligand 1 production","GO:0071654"
"6956","Q969D9","positive regulation of chemokine production","GO:0032722"
"6957","Q969D9","positive regulation of cytokine-mediated signaling pathway","GO:0001961"
"6958","Q969D9","positive regulation of granulocyte colony-stimulating factor production","GO:0071657"
"6959","Q969D9","positive regulation of inflammatory response","GO:0050729"
"6960","Q969D9","positive regulation of interleukin-10 production","GO:0032733"
"6961","Q969D9","positive regulation of interleukin-13 production","GO:0032736"
"6962","Q969D9","positive regulation of interleukin-5 production","GO:0032754"
"6963","Q969D9","positive regulation of interleukin-5 secretion","GO:2000664"
"6964","Q969D9","positive regulation of interleukin-6 production","GO:0032755"
"6965","Q969D9","positive regulation of mast cell activation","GO:0033005"
"6966","Q969D9","positive regulation of receptor signaling pathway via STAT","GO:1904894"
"6967","Q969D9","positive regulation of tyrosine phosphorylation of STAT protein","GO:0042531"
"6968","Q969M7","post-translational protein modification","GO:0043687"
"6969","Q969M7","protein neddylation","GO:0045116"
"6970","Q96B36","negative regulation of cell size","GO:0045792"
"6971","Q96B36","negative regulation of protein kinase activity","GO:0006469"
"6972","Q96B36","negative regulation of TOR signaling","GO:0032007"
